Product Id;Product Handle;Product Title;Product Subtitle;Product Description;Product Status;Product Thumbnail;Product Weight;Product Length;Product Width;Product Height;Product HS Code;Product Origin Country;Product MID Code;Product Material;Product Collection Title;Product Collection Handle;Product Type;Product Tags;Product Category 1;Product Category 2;Product Category 3;Product Category 4;Product Category 5;Product Category 6;Product Category 7;Product Category 8;Product Category 9;Product Category 10;Product Sales Channel Id;Product Discountable;Product External Id;Product Profile Name;Product Profile Type;Variant Id;Variant Title;Variant SKU;Variant Barcode;Variant Inventory Quantity;Variant Allow Backorder;Variant Manage Inventory;Variant Weight;Variant Length;Variant Width;Variant Height;Variant HS Code;Variant Origin Country;Variant MID Code;Variant Material;Price EUR;Price USD;Option 1 Name;Option 1 Value;Image 1 Url;Image 2 Url
;cancer-void-first-metastasis;First Metastasis;Cancer Void;"Debut EP by the new Czechian death metal band Cancer Void, presented on a single sided 12"" slab of wax. Featuring a bevy of sinewy riffs, massive drums, and plenty of varied rhythms, this is a fantastic introduction by the new group and hopefully a sign of things to come";published;https://assets.bigcartel.com/product_images/412537509/Cancer+Void+First+Metastasis+LP+Vinyl+12+Front.jpg?auto=format&fit=max&h=1000&w=1000;;;;;;;;;;;music_release;;pcat_01K8RYX4EG53A2TV0BWKAAZDPN;pcat_01K8RYX8MQ5TM0NTY97R6RAB7D;pcat_01K8RYX52WARJCK00H5SR09BCR;pcat_01K8RYX4ZFA6S7X2A1KS1244KM;;;;;;;sc_01K05XHYYRMX4YMQWAMF17YE86;true;115812927;default;default;;LP;CANCER-VOID-FIRST-METASTASIS-LP;;14;true;true;;;;;;;;;;2000;Format;LP;https://assets.bigcartel.com/product_images/412537509/Cancer+Void+First+Metastasis+LP+Vinyl+12+Front.jpg?auto=format&fit=max&h=1000&w=1000;https://assets.bigcartel.com/product_images/412537503/Cancer+Void+First+Metastasis+LP+Vinyl+12+Back.jpg?auto=format&fit=max&h=1000&w=1000
;decryptal-simulacre;Simulacre;Décryptal;Debut full-length by Quebec's Décryptal, featuring 8 tracks of monolithic death metal over 38 minutes. Drawn out passages of charnel guitars and battering drums showcase a superbly classic take on death metal with mean-spirited vocals snarling through the abyssal mix. Atmospheric yet punchy, creating the perfect mix of gruesome death metal;published;https://assets.bigcartel.com/product_images/412537707/D%C3%A9cryptal+Simulacre+LP+Vinyl+12+Front.jpg?auto=format&fit=max&h=1000&w=1000;;;;;;;;;;;music_release;;pcat_01K8RYX4EG53A2TV0BWKAAZDPN;pcat_01K8RYXBX35AH6VBKVTRY7YHW9;pcat_01K8RYX52WARJCK00H5SR09BCR;pcat_01K8RYX4ZFA6S7X2A1KS1244KM;;;;;;;sc_01K05XHYYRMX4YMQWAMF17YE86;true;115812975;default;default;;LP;DECRYPTAL-SIMULACRE-LP;;76;true;true;;;;;;;;;;2400;Format;LP;https://assets.bigcartel.com/product_images/412537707/D%C3%A9cryptal+Simulacre+LP+Vinyl+12+Front.jpg?auto=format&fit=max&h=1000&w=1000;https://assets.bigcartel.com/product_images/412537701/D%C3%A9cryptal+Simulacre+LP+Vinyl+12+Back.jpg?auto=format&fit=max&h=1000&w=1000
;ossuary-abhorrent-worship;Abhorrent Worship;Ossuary;After a couple demos and an EP, Madison, Wisconsin's Ossuary present their much-anticipated full-length debut. Featuring 6 massive tracks of death metal brutality over 37 minutes, these guys pulled no punches. Ominous and tense with eerie riffs, savage drumming, and snarling, vicious vocals deliver exactly what was promised - powerful, dark, gloomy death metal;published;https://assets.bigcartel.com/product_images/412538055/Ossuary+Abhorrent+Worship+LP+VInyl+12+Front.jpg?auto=format&fit=max&h=1000&w=1000;;;;;;;;;;;music_release;;pcat_01K8RYX4EG53A2TV0BWKAAZDPN;pcat_01K8RYXREX2XF7RPMEHYKTXAEA;pcat_01K8RYX52WARJCK00H5SR09BCR;pcat_01K8RYX4ZFA6S7X2A1KS1244KM;;;;;;;sc_01K05XHYYRMX4YMQWAMF17YE86;true;115813089;default;default;;LP;OSSUARY-ABHORRENT-WORSHIP-LP;;43;true;true;;;;;;;;;;2500;Format;LP;https://assets.bigcartel.com/product_images/412538055/Ossuary+Abhorrent+Worship+LP+VInyl+12+Front.jpg?auto=format&fit=max&h=1000&w=1000;https://assets.bigcartel.com/product_images/412538049/Ossuary+Abhorrent+Worship+LP+VInyl+12+Back.jpg?auto=format&fit=max&h=1000&w=1000
;hyperdontia-harvest-of-malevolence;Harvest of Malevolence;Hyperdontia;The latest full-length by the Danish/Turkish death metal supergroup Hyperdontia. Proficient as ever, these guys continue to crush with their bludgeoning brand of old school sounds, featuring devastating riffs, intricate bass lines, pulverizing drums, and otherworldly vocals - the kind of death metal you can really sink your teeth into.;published;https://assets.bigcartel.com/product_images/394363752/Hyperdontia+Harvest+of+Malevolence+LP+Vinyl+12+Front.jpg?auto=format&fit=max&h=1000&w=1000;;;;;;;;;;;music_release;;pcat_01K8RYX4EG53A2TV0BWKAAZDPN;pcat_01K8RYXJRX077506FHNEHP8RTA;pcat_01K8RYX52WARJCK00H5SR09BCR;pcat_01K8RYX4ZFA6S7X2A1KS1244KM;;;;;;;sc_01K05XHYYRMX4YMQWAMF17YE86;true;110423085;default;default;;LP;HYPERDONTIA-HARVEST-OF-MALEVOLENCE-LP;;164;true;true;;;;;;;;;;2300;Format;LP;https://assets.bigcartel.com/product_images/394363752/Hyperdontia+Harvest+of+Malevolence+LP+Vinyl+12+Front.jpg?auto=format&fit=max&h=1000&w=1000;https://assets.bigcartel.com/product_images/394363764/Hyperdontia+Harvest+of+Malevolence+LP+Vinyl+12+Back.jpg?auto=format&fit=max&h=1000&w=1000
;septage-septic-worship;Septic Worship;Septage;The new (and seemingly only) full-length by the Danish death metal/goregrind goons Septage. 15 tracks of absolutely putrid, rancid, festering disgustingness. Featuring Malik of Hyperdontia fame on bass, the groove of these tracks is undeniable, and fits right in with the gurgling vocals and the swampy, sticky production. Short leads pop in from time to time to prevent things getting too dank, before diving right back into the fetid death metal madness. This one is undoubtedly for the gorehounds out there but will be a welcome addition for fans of old school death metal as well.;published;https://assets.bigcartel.com/product_images/394363719/Septage+Septic+Worship+LP+Vinyl+12+Front.jpg?auto=format&fit=max&h=1000&w=1000;;;;;;;;;;;music_release;;pcat_01K8RYX4EG53A2TV0BWKAAZDPN;pcat_01K8RYXWDCB3YNHA6H88B81AC7;pcat_01K8RYX52WARJCK00H5SR09BCR;pcat_01K8RYX4ZFA6S7X2A1KS1244KM;pcat_01K8RYX59V56GJWATG39CG145P;;;;;;sc_01K05XHYYRMX4YMQWAMF17YE86;true;110423637;default;default;;LP;SEPTAGE-SEPTIC-WORSHIP-LP;;209;true;true;;;;;;;;;;2300;Format;LP;https://assets.bigcartel.com/product_images/394363719/Septage+Septic+Worship+LP+Vinyl+12+Front.jpg?auto=format&fit=max&h=1000&w=1000;https://assets.bigcartel.com/product_images/394363731/Septage+Septic+Worship+LP+Vinyl+12+Back.jpg?auto=format&fit=max&h=1000&w=1000
;septage-septic-worship;Septic Worship;Septage;The new (and seemingly only) full-length by the Danish death metal/goregrind goons Septage. 15 tracks of absolutely putrid, rancid, festering disgustingness. Featuring Malik of Hyperdontia fame on bass, the groove of these tracks is undeniable, and fits right in with the gurgling vocals and the swampy, sticky production. Short leads pop in from time to time to prevent things getting too dank, before diving right back into the fetid death metal madness. This one is undoubtedly for the gorehounds out there but will be a welcome addition for fans of old school death metal as well.;published;https://assets.bigcartel.com/product_images/394363719/Septage+Septic+Worship+LP+Vinyl+12+Front.jpg?auto=format&fit=max&h=1000&w=1000;;;;;;;;;;;music_release;;pcat_01K8RYX4EG53A2TV0BWKAAZDPN;pcat_01K8RYXWDCB3YNHA6H88B81AC7;pcat_01K8RYX52WARJCK00H5SR09BCR;pcat_01K8RYX4ZFA6S7X2A1KS1244KM;pcat_01K8RYX59V56GJWATG39CG145P;;;;;;sc_01K05XHYYRMX4YMQWAMF17YE86;true;110423637;default;default;;Cassette;SEPTAGE-SEPTIC-WORSHIP-CASSETTE;;218;true;true;;;;;;;;;;1000;Format;Cassette;https://assets.bigcartel.com/product_images/394363719/Septage+Septic+Worship+LP+Vinyl+12+Front.jpg?auto=format&fit=max&h=1000&w=1000;https://assets.bigcartel.com/product_images/394363731/Septage+Septic+Worship+LP+Vinyl+12+Back.jpg?auto=format&fit=max&h=1000&w=1000
;cryptworm-reeking-gunk-of-abhorrence;Reeking Gunk of Abhorrence;Cryptworm;"The classic 2020 EP by the putrid UK death metallers Cryptworm, re-issued on a blue 45RPM 12"". Festering and grotesque, yet catchy as all hell, this EP really set the stage for the albums to come.";published;https://assets.bigcartel.com/product_images/404638482/Cryptworm+Reeking+Gunk+of+Abhorrence+LP+Vinyl+12+Front.jpg?auto=format&fit=max&h=1000&w=1000;;;;;;;;;;;music_release;;pcat_01K8RYX4EG53A2TV0BWKAAZDPN;pcat_01K8RYXAXFFJJS9QQZWGGCQT85;;;;;;;;;sc_01K05XHYYRMX4YMQWAMF17YE86;true;113460702;default;default;;LP;CRYPTWORM-REEKING-GUNK-OF-ABHORRENCE-LP;;209;true;true;;;;;;;;;;1800;Format;LP;https://assets.bigcartel.com/product_images/404638482/Cryptworm+Reeking+Gunk+of+Abhorrence+LP+Vinyl+12+Front.jpg?auto=format&fit=max&h=1000&w=1000;https://assets.bigcartel.com/product_images/404638476/Cryptworm+Reeking+Gunk+of+Abhorrence+LP+Vinyl+12+Back.jpg?auto=format&fit=max&h=1000&w=1000
;reverence-to-paroxysm-lux-morte;Lux Morte;Reverence to Paroxysm;Debut full-length from Mexico City death/doom and gloom masters Reverence to Paroxysm. Monolithic and massive, the album hits like a ton of bricks right from the jump. Atmosphere like the inside of a tomb, melancholic melodies, and expansive arrangements, the themes explored here are fleshed out beautifully. Earth-shattering bass, pounding drums, rancid vocals, and catchy buzzsaw riffs, this one's got everything you could possibly need.;published;https://assets.bigcartel.com/product_images/412538316/Reverence+to+Paroxysm+Lux+Morte+LP+Vinyl+12+Front.jpg?auto=format&fit=max&h=1000&w=1000;;;;;;;;;;;music_release;;pcat_01K8RYX4EG53A2TV0BWKAAZDPN;pcat_01K8RYXV10E7047KCHG6KTVQNE;pcat_01K8RYX52WARJCK00H5SR09BCR;pcat_01K8RYX4ZFA6S7X2A1KS1244KM;pcat_01K8RYX56A3JFNYSMY8QZ8199P;pcat_01K8RYX5D4P6XWD3FNGGY2KFD8;;;;;sc_01K05XHYYRMX4YMQWAMF17YE86;true;112553115;default;default;;LP;REVERENCE-TO-PAROXYSM-LUX-MORTE-LP;;88;true;true;;;;;;;;;;2400;Format;LP;https://assets.bigcartel.com/product_images/412538316/Reverence+to+Paroxysm+Lux+Morte+LP+Vinyl+12+Front.jpg?auto=format&fit=max&h=1000&w=1000;https://assets.bigcartel.com/product_images/412538310/Reverence+to+Paroxysm+Lux+Morte+LP+Vinyl+12+Back.jpg?auto=format&fit=max&h=1000&w=1000
;reverence-to-paroxysm-lux-morte;Lux Morte;Reverence to Paroxysm;Debut full-length from Mexico City death/doom and gloom masters Reverence to Paroxysm. Monolithic and massive, the album hits like a ton of bricks right from the jump. Atmosphere like the inside of a tomb, melancholic melodies, and expansive arrangements, the themes explored here are fleshed out beautifully. Earth-shattering bass, pounding drums, rancid vocals, and catchy buzzsaw riffs, this one's got everything you could possibly need.;published;https://assets.bigcartel.com/product_images/412538316/Reverence+to+Paroxysm+Lux+Morte+LP+Vinyl+12+Front.jpg?auto=format&fit=max&h=1000&w=1000;;;;;;;;;;;music_release;;pcat_01K8RYX4EG53A2TV0BWKAAZDPN;pcat_01K8RYXV10E7047KCHG6KTVQNE;pcat_01K8RYX52WARJCK00H5SR09BCR;pcat_01K8RYX4ZFA6S7X2A1KS1244KM;pcat_01K8RYX56A3JFNYSMY8QZ8199P;pcat_01K8RYX5D4P6XWD3FNGGY2KFD8;;;;;sc_01K05XHYYRMX4YMQWAMF17YE86;true;112553115;default;default;;Cassette;REVERENCE-TO-PAROXYSM-LUX-MORTE-CASSETTE;;93;true;true;;;;;;;;;;1000;Format;Cassette;https://assets.bigcartel.com/product_images/412538316/Reverence+to+Paroxysm+Lux+Morte+LP+Vinyl+12+Front.jpg?auto=format&fit=max&h=1000&w=1000;https://assets.bigcartel.com/product_images/412538310/Reverence+to+Paroxysm+Lux+Morte+LP+Vinyl+12+Back.jpg?auto=format&fit=max&h=1000&w=1000
;ascendency-a-manifest-of-imperious-destiny;A Manifest of Imperious Destiny;Ascendency;"Second EP by Danish black/death trio Ascendency presented on a 45rpm 12"" slab of blood red wax. Darker and more venomous than their Danish contemporaries, while still maintaining that signature death metal brutality";published;https://assets.bigcartel.com/product_images/412540932/Ascendency+A+Manifest+of+Imperious+Destiny+LP+Vinyl+12+Front.jpg?auto=format&fit=max&h=1000&w=1000;;;;;;;;;;;music_release;;pcat_01K8RYX4EG53A2TV0BWKAAZDPN;pcat_01K8RYX6F0DVEKK1MSYHD8ZYDF;pcat_01K8RYX52WARJCK00H5SR09BCR;pcat_01K8RYX4ZFA6S7X2A1KS1244KM;;;;;;;sc_01K05XHYYRMX4YMQWAMF17YE86;true;115813731;default;default;;LP;ASCENDENCY-A-MANIFEST-OF-IMPERIOUS-DESTINY-LP;;227;true;true;;;;;;;;;;1900;Format;LP;https://assets.bigcartel.com/product_images/412540932/Ascendency+A+Manifest+of+Imperious+Destiny+LP+Vinyl+12+Front.jpg?auto=format&fit=max&h=1000&w=1000;https://assets.bigcartel.com/product_images/412540929/Ascendency+A+Manifest+of+Imperious+Destiny+LP+Vinyl+12+Back.jpg?auto=format&fit=max&h=1000&w=1000
